Northern Iowa def. Indiana State - S1W12, 41, 21
Stetson def. Jacksonville - S1W12, 55, 32
James Madison def. New Hampshire - S1W12, 10, 7
Mercer def. Kennesaw State - S1W12, 35, 11
Lafayette def. Lehigh - S1W12, 29, 0
Lamar def. McNeese State - S1W12, 50, 49
Rhode Island def. Maine - S1W12, 20, 13
St. Francis def. Marist - S1W12, 29, 0
Montana def. Montana State - S1W12, 31, 22
Morgan State def. North Carolina Central - S1W12, 8, 7
Nicholls State def. Southeastern Louisiana - S1W12, 35, 30
The Citadel def. North Carolina A&T - S1W12, 42, 28
North Dakota State def. Valparaiso - S1W12, 17, 10
Northern Arizona def. Northern Colorado - S1W12, 31, 21
Texas Southern def. Prairie View A&M - S1W12, 14, 7
Presbyterian def. Savannah State - S1W12, 27, 24
Sacramento State def. UC Davis - S1W12, 27, 23
Sam Houston State def. Stephen F. Austin - S1W12, 49, 17
Weber State def. Southern Utah - S1W12, 28, 21
UT Martin def. Tennessee Tech - S1W12, 24, 21
Villanova def. Youngstown State - S1W12, 36, 17
Wofford def. Western Carolina - S1W12, 24, 11
Stony Brook def. Sacred Heart - S1W13, 31, 28
Bethune-Cookman def. Chattanooga - S1W13, 38, 31
Butler def. Tennessee Tech - S1W13, 18, 13
Cal Poly def. Montana - S1W13, 38, 35
Central Arkansas def. Maine - S1W13, 42, 25
Northern Colorado def. Dartmouth - S1W13, 28, 14
Northern Iowa def. Dayton - S1W13, 33, 23
Delaware State def. Morgan State - S1W13, 15, 6
Idaho State def. Drake - S1W13, 31, 13
Presbyterian def. Elon - S1W13, 24, 14
Florida A&M def. Weber State - S1W13, 45, 36
St. Francis def. Furman - S1W13, 38, 31
Howard def. Georgetown - S1W13, 31, 7
Hampton def. Lafayette - S1W13, 31, 10
Harvard def. Nicholls State - S1W13, 31, 30
Holy Cross def. Murray State - S1W13, 48, 45
Incarnate Word def. Lamar - S1W13, 59, 31
Jacksonville def. Missouri State - S1W13, 49, 34
Southern Illinois def. Mercer - S1W13, 42, 41
Morehead State def. Texas Southern - S1W13, 30, 13
Princeton def. Yale - S1W13, 42, 41
Sacramento State def. Richmond - S1W13, 40, 12
Southern Utah def. Western Illinois - S1W13, 38, 20
Stetson def. Villanova - S1W13, 17, 7
Eastern Kentucky def. Mississippi Valley State - S1W13, 28, 14
Idaho State def. Brown - S1W14, 31, 7
Eastern Kentucky def. Hampton - S1W14, 43, 14
Bethune-Cookman def. Jacksonville State - S1W14, 35, 28
Northern Colorado def. Eastern Washington - S1W14, 35, 21
Butler def. Presbyterian - S1W14, 45, 27
Incarnate Word def. Chattanooga - S1W14, 28, 25
Yale def. Stony Brook - S1W14, 58, 43
Montana State def. Delaware State - S1W14, 24, 7
Montana def. Idaho State - S1W15, 49, 14
Butler def. San Diego - S1W15, 45, 42
Cal Poly def. Eastern Kentucky - S1W15, 35, 26
Incarnate Word def. Mississippi Valley State - S1W15, 49, 42
Princeton def. Bethune-Cookman - S1W15, 43, 35
Yale def. Northern Iowa - S1W15, 42, 28
Sacramento State def. Northern Colorado - S1W15, 42, 22
Dayton def. Montana State - S1W15, 28, 17
Dayton def. Montana - S1W16, 45, 21
Cal Poly def. Yale - S1W16, 51, 28
Princeton def. Incarnate Word - S1W16, 52, 28
Sacramento State def. Butler - S1W16, 45, 13
Sacramento State def. Dayton - S1W17, 21, 14
Cal Poly def. Princeton - S1W17, 38, 35
Cal Poly def. Sacramento State - S1W18, 24, 20
Cal Poly def. Alabama A&M - S2W1, 44, 28
Sacramento State def. Chattanooga - S2W1, 38, 15
North Alabama def. Princeton - S2W1, 58, 21
Dartmouth def. Montana - S2W1, 42, 0
Dayton def. North Carolina Central - S2W1, 22, 0
Mississippi Valley State def. Yale - S2W1, 34, 31
Incarnate Word def. Kennesaw State - S2W1, 26, 22
Bethune-Cookman def. Georgetown - S2W1, 53, 17
San Diego def. Albany - S2W1, 37, 30
Drake def. Howard - S2W1, 29, 0
Eastern Illinois def. McNeese State - S2W1, 41, 30
Jacksonville State def. Montana State - S2W1, 24, 22
Grambling State def. Cornell - S2W1, 42, 40
Nicholls State def. Hampton - S2W1, 53, 40
Penn def. Campbell - S2W1, 55, 45
The Citadel def. Savannah State - S2W1, 35, 17
Tennessee State def. Maine - S2W1, 42, 27
Rhode Island def. Wofford - S2W1, 67, 37
Northern Colorado def. Brown - S2W1, 52, 20
Wagner def. Holy Cross - S2W1, 40, 37
Florida A&M def. Furman - S2W1, 37, 0
Southern Illinois def. Monmouth - S2W1, 30, 28
Sam Houston State def. William & Mary - S2W1, 23, 7
Weber State def. Morehead State - S2W1, 47, 35
Harvard def. Samford - S2W1, 35, 7
Missouri State def. South Dakota - S2W1, 16, 0
Mercer def. Portland State - S2W1, 54, 51
Lamar def. Towson - S2W1, 52, 16
Austin Peay def. Dixie State - S2W1, 30, 26
North Dakota def. Richmond - S2W1, 19, 0
Texas Southern def. Bucknell - S2W1, 30, 0
Gardner-Webb def. Norfolk State - S2W1, 24, 21
Butler def. Sacred Heart - S2W1, 58, 42
Villanova def. Murray State - S2W1, 37, 14
Northern Iowa def. Idaho State - S2W1, 34, 21
Western Illinois def. Presbyterian - S2W1, 44, 24
Lafayette def. Fordham - S2W1, 24, 21
Stetson def. Arkansas-Pine Bluff - S2W1, 37, 14
UC Davis def. Charleston Southern - S2W1, 28, 7
Colgate def. UT Martin - S2W1, 31, 21
St. Francis def. Central Connecticut - S2W1, 35, 10
Northern Arizona def. Central Arkansas - S2W1, 67, 63
Long Island def. Morgan State - S2W1, 24, 0
Bryant def. Youngstown State - S2W1, 114, 49
Eastern Kentucky def. Idaho - S2W1, 28, 27
Stony Brook def. James Madison - S2W1, 74, 24
Houston Baptist def. Jacksonville - S2W1, 24, 17
Abilene Christian def. Eastern Washington - S2W1, 20, 14
Northwestern State def. East Tennessee State - S2W1, 60, 34
Southeastern Louisiana def. North Dakota State - S2W1, 14, 7
Davidson def. Tennessee Tech - S2W1, 13, 7
South Dakota State def. Duquesne - S2W1, 40, 37
Delaware def. Elon - S2W1, 50, 17
Valparaiso def. New Hampshire - S2W1, 14, 7
Southern Utah def. Alabama State - S2W1, 37, 7
Robert Morris def. Lehigh - S2W1, 57, 17
Southeast Missouri def. Prairie View A&M - S2W1, 13, 7
Florida A&M def. Grambling State - S2W2, 45, 38
Dartmouth def. Savannah State - S2W2, 10, 3
Montana State def. Penn - S2W2, 17, 14
Stony Brook def. Cal Poly - S2W2, 37, 13
Dixie State def. North Alabama - S2W2, 34, 28
San Diego def. Hampton - S2W2, 47, 43
Butler def. Tennessee State - S2W2, 50, 49
Incarnate Word def. Albany - S2W2, 40, 12
Bryant def. Sacramento State - S2W2, 50, 49
Dayton def. Central Arkansas - S2W2, 38, 28
Austin Peay def. Northern Iowa - S2W2, 28, 24
Bethune-Cookman def. McNeese State - S2W2, 49, 38
Yale def. Weber State - S2W2, 28, 3
Jacksonville State def. Princeton - S2W2, 28, 21
The Citadel def. Kennesaw State - S2W2, 22, 17
Western Illinois def. Rhode Island - S2W2, 49, 36
Southeast Missouri def. UC Davis - S2W2, 24, 14
Morehead State def. Montana - S2W2, 35, 20
Harvard def. Nicholls State - S2W2, 45, 14
Campbell def. Idaho State - S2W2, 32, 30
Prairie View A&M def. Wofford - S2W2, 14, 9
Houston Baptist def. Alabama A&M - S2W2, 45, 27
Samford def. Arkansas-Pine Bluff - S2W2, 49, 35
Murray State def. Texas Southern - S2W2, 61, 35
Monmouth def. Southeastern Louisiana - S2W2, 48, 46
Presbyterian def. Eastern Illinois - S2W2, 38, 35
Charleston Southern def. North Dakota - S2W2, 7, 3
VMI def. Southern Utah - S2W2, 22, 19
Long Island def. Lamar - S2W2, 31, 7
Abilene Christian def. Wagner - S2W2, 23, 0
Davidson def. Chattanooga - S2W2, 34, 21
Marist def. South Dakota - S2W2, 23, 7
South Dakota State def. Georgetown - S2W2, 37, 33
Lehigh def. Jacksonville - S2W2, 42, 41
Delaware def. Southern - S2W2, 20, 3
Missouri State def. Sacred Heart - S2W2, 38, 21
Villanova def. Lafayette - S2W2, 43, 41
Towson def. Western Carolina - S2W2, 35, 0
Stetson def. Portland State - S2W2, 53, 38
Fordham def. William & Mary - S2W2, 50, 44
Robert Morris def. Central Connecticut - S2W2, 17, 14
Holy Cross def. Elon - S2W2, 24, 14
Drake def. Mississippi Valley State - S2W2, 39, 21
St. Francis def. Stephen F. Austin - S2W2, 17, 14
Cornell def. Northern Colorado - S2W2, 13, 7
Tennessee Tech def. Sam Houston State - S2W2, 15, 6
Eastern Washington def. Colgate - S2W2, 28, 18
Northern Arizona def. North Dakota State - S2W2, 20, 14
Gardner-Webb def. East Tennessee State - S2W2, 25, 21
Jackson State def. Merrimack - S2W2, 7, 0
Mercer def. Northwestern State - S2W2, 47, 19
Alabama State def. Valparaiso - S2W2, 56, 9
Duquesne def. UT Martin - S2W2, 14, 3
Brown def. New Hampshire - S2W2, 16, 0
Eastern Kentucky def. Howard - S2W2, 34, 7
Maine def. James Madison - S2W2, 30, 24
Southern Illinois def. Idaho - S2W2, 17, 14
Montana State def. Weber State - S2W3, 31, 28
Incarnate Word def. Southeastern Louisiana - S2W3, 38, 31
Idaho State def. Montana - S2W3, 54, 42
Bryant def. Albany - S2W3, 51, 27
Florida A&M def. Jacksonville State - S2W3, 24, 21
Princeton def. Brown - S2W3, 44, 35
Mississippi Valley State def. Austin Peay - S2W3, 26, 25
Southern Utah def. Cal Poly - S2W3, 31, 8
Houston Baptist def. Lamar - S2W3, 49, 28
San Diego def. Dixie State - S2W3, 58, 27
Savannah State def. Kennesaw State - S2W3, 24, 10
Youngstown State def. Norfolk State - S2W3, 31, 25
Penn def. Dartmouth - S2W3, 45, 21
Butler def. Illinois State - S2W3, 100, 23
Bucknell def. Hampton - S2W3, 21, 13
Prairie View A&M def. Nicholls State - S2W3, 42, 21
Western Illinois def. Eastern Illinois - S2W3, 31, 20
Wagner def. Colgate - S2W3, 45, 16
Arkansas-Pine Bluff def. Murray State - S2W3, 21, 7
Indiana State def. Morgan State - S2W3, 53, 14
South Dakota State def. North Dakota - S2W3, 43, 23
Columbia def. Harvard - S2W3, 35, 21
VMI def. Morehead State - S2W3, 21, 10
Samford def. Alabama State - S2W3, 42, 14
Presbyterian def. Gardner-Webb - S2W3, 35, 21
Bethune-Cookman def. Chattanooga - S2W3, 38, 17
Yale def. Cornell - S2W3, 49, 25
Southern Illinois def. North Alabama - S2W3, 39, 28
Holy Cross def. Central Connecticut - S2W3, 50, 20
Western Carolina def. Wofford - S2W3, 16, 7
Villanova def. William & Mary - S2W3, 17, 10
Maine def. Fordham - S2W3, 41, 28
Monmouth def. Delaware - S2W3, 18, 14
North Carolina Central def. The Citadel - S2W3, 38, 31
Jackson State def. Eastern Kentucky - S2W3, 23, 0
Campbell def. Mercer - S2W3, 27, 13
Long Island def. Merrimack - S2W3, 16, 8
McNeese State def. Stephen F. Austin - S2W3, 34, 7
Lehigh def. Marist - S2W3, 27, 7
Sacred Heart def. New Hampshire - S2W3, 31, 13
Delaware State def. Alcorn State - S2W3, 27, 21
Sacramento State def. Northern Arizona - S2W3, 21, 14
Dayton def. Howard - S2W3, 37, 35
Stony Brook def. Rhode Island - S2W3, 45, 22
North Dakota State def. Stetson - S2W3, 14, 0
Northern Iowa def. Valparaiso - S2W3, 42, 3
UC Davis def. Eastern Washington - S2W3, 11, 6
Alabama A&M def. Jacksonville - S2W3, 22, 21
Towson def. James Madison - S2W3, 38, 28
Robert Morris def. Richmond - S2W3, 35, 28
Missouri State def. UT Martin - S2W3, 47, 31
Tennessee State def. Central Arkansas - S2W3, 63, 28
Portland State def. Idaho - S2W3, 31, 21
Charleston Southern def. Davidson - S2W3, 22, 0
South Carolina State def. North Carolina A&T - S2W3, 42, 14
Texas Southern def. Southern - S2W3, 33, 14
Lafayette def. St. Francis - S2W3, 45, 15
Northwestern State def. Elon - S2W3, 8, 7
Drake def. Northern Colorado - S2W3, 13, 7
Kennesaw State def. Florida A&M - S2W4, 48, 41
Lehigh def. Monmouth - S2W4, 28, 14
Delaware State def. Villanova - S2W4, 24, 13
Dixie State def. Cal Poly - S2W4, 34, 32
Penn def. Harvard - S2W4, 38, 16
VMI def. Morgan State - S2W4, 31, 21
Butler def. Western Illinois - S2W4, 38, 17
Nicholls State def. Houston Baptist - S2W4, 17, 7
St. Francis def. Wagner - S2W4, 23, 7
Hampton def. Colgate - S2W4, 29, 21
Morehead State def. North Alabama - S2W4, 42, 25
Lamar def. Southeastern Louisiana - S2W4, 43, 39
Dartmouth def. Princeton - S2W4, 32, 31
Maine def. Long Island - S2W4, 35, 21
Portland State def. Idaho State - S2W4, 45, 38
Marist def. Howard - S2W4, 22, 21
Bethune-Cookman def. Alabama State - S2W4, 34, 7
Dayton def. Eastern Illinois - S2W4, 20, 14
Northern Iowa def. North Dakota - S2W4, 41, 15
Columbia def. Yale - S2W4, 31, 24
Jacksonville State def. Chattanooga - S2W4, 45, 0
Northwestern State def. Indiana State - S2W4, 23, 0
Youngstown State def. Richmond - S2W4, 17, 14
Southern Utah def. Sacramento State - S2W4, 26, 24
Holy Cross def. Fordham - S2W4, 49, 21
Murray State def. UT Martin - S2W4, 35, 28
Bucknell def. Georgetown - S2W4, 17, 10
Jackson State def. Mississippi Valley State - S2W4, 43, 35
UC Davis def. San Diego - S2W4, 41, 21
Alabama A&M def. Campbell - S2W4, 45, 28
Towson def. Delaware - S2W4, 42, 41
North Carolina Central def. Wofford - S2W4, 22, 14
Charleston Southern def. Western Carolina - S2W4, 23, 0
Missouri State def. Arkansas-Pine Bluff - S2W4, 28, 26
Cornell def. Brown - S2W4, 33, 25
Stony Brook def. New Hampshire - S2W4, 38, 35
South Dakota State def. Northern Colorado - S2W4, 39, 22
Mercer def. Savannah State - S2W4, 40, 27
Weber State def. Idaho - S2W4, 37, 10
Texas Southern def. Incarnate Word - S2W4, 47, 33
Drake def. North Dakota State - S2W4, 30, 21
Austin Peay def. Eastern Kentucky - S2W4, 52, 27
Central Arkansas def. Southeast Missouri - S2W4, 30, 23
Prairie View A&M def. Sam Houston State - S2W4, 24, 14
Albany def. Rhode Island - S2W4, 43, 31
James Madison def. Duquesne - S2W4, 15, 0
Montana State def. Eastern Washington - S2W4, 47, 42
McNeese State def. Southern - S2W4, 21, 0
Elon def. Presbyterian - S2W4, 24, 14
Montana def. Northern Arizona - S2W4, 48, 38
Gardner-Webb def. South Carolina State - S2W4, 24, 22
Bryant def. Central Connecticut - S2W4, 51, 14
Valparaiso def. Illinois State - S2W4, 29, 10
Samford def. East Tennessee State - S2W4, 48, 34
Stetson def. Jacksonville - S2W4, 20, 6
Alcorn State def. Tennessee State - S2W4, 13, 7
The Citadel def. Sacred Heart - S2W4, 83, 52
Southern Illinois def. Davidson - S2W4, 30, 6
Norfolk State def. Lafayette - S2W4, 24, 21
William & Mary def. Robert Morris - S2W4, 41, 38
Penn def. Florida A&M - S2W5, 45, 7
Delaware State def. Kennesaw State - S2W5, 38, 34
Cal Poly def. Harvard - S2W5, 30, 15
UC Davis def. Towson - S2W5, 21, 17
Furman def. Grambling State - S2W5, 34, 31
Bryant def. North Carolina Central - S2W5, 72, 48
Montana State def. Butler - S2W5, 52, 22
Campbell def. Montana - S2W5, 55, 27
Chattanooga def. Youngstown State - S2W5, 20, 17
Mississippi Valley State def. Princeton - S2W5, 31, 28
Missouri State def. South Dakota State - S2W5, 30, 10
San Diego def. North Alabama - S2W5, 24, 17
Lamar def. Bucknell - S2W5, 28, 0
Dartmouth def. Morehead State - S2W5, 22, 20
Yale def. Austin Peay - S2W5, 35, 21
Maine def. Hampton - S2W5, 56, 41
Portland State def. Samford - S2W5, 41, 38
Wofford def. Norfolk State - S2W5, 56, 32
Long Island def. Sacramento State - S2W5, 38, 22
Marist def. Stony Brook - S2W5, 45, 43
Incarnate Word def. Arkansas-Pine Bluff - S2W5, 39, 19
St. Francis def. Gardner-Webb - S2W5, 42, 21
Villanova def. Lehigh - S2W5, 33, 10
North Carolina A&T def. Central Connecticut - S2W5, 20, 11
Alabama A&M def. Albany - S2W5, 59, 7
Tennessee State def. Idaho State - S2W5, 42, 38
Brown def. South Carolina State - S2W5, 42, 29
Illinois State def. Columbia - S2W5, 44, 13
Savannah State def. South Dakota - S2W5, 24, 21
Dixie State def. Dayton - S2W5, 35, 21
Sacred Heart def. UT Martin - S2W5, 35, 32
Bethune-Cookman def. Northern Iowa - S2W5, 24, 17
Robert Morris def. Eastern Washington - S2W5, 23, 10
North Dakota def. William & Mary - S2W5, 35, 28
Davidson def. Fordham - S2W5, 32, 31
Colgate def. Texas Southern - S2W5, 51, 38
Howard def. VMI - S2W5, 31, 24
Jacksonville State def. James Madison - S2W5, 29, 10
Northwestern State def. Stetson - S2W5, 21, 10
Southern Utah def. Prairie View A&M - S2W5, 44, 0
The Citadel def. Alcorn State - S2W5, 21, 14
Alabama State def. Southern Illinois - S2W5, 28, 10
Wagner def. Southeast Missouri - S2W5, 21, 3
McNeese State def. Mercer - S2W5, 30, 14
Monmouth def. Western Illinois - S2W5, 28, 13
Merrimack def. Eastern Kentucky - S2W5, 8, 7
North Dakota State def. Houston Baptist - S2W5, 32, 14
Tennessee Tech def. Lafayette - S2W5, 23, 8
Sam Houston State def. Holy Cross - S2W5, 41, 14
Jackson State def. Charleston Southern - S2W5, 38, 27
Nicholls State def. Northern Arizona - S2W5, 21, 0
Northern Colorado def. Richmond - S2W5, 14, 0
Jacksonville def. Central Arkansas - S2W5, 17, 15
Presbyterian def. Cornell - S2W5, 17, 14
Valparaiso def. Murray State - S2W5, 30, 7
Duquesne def. Elon - S2W5, 28, 14
Eastern Illinois def. East Tennessee State - S2W5, 15, 13
Idaho def. New Hampshire - S2W5, 20, 10
Stephen F. Austin def. Georgetown - S2W5, 9, 6
Southeastern Louisiana def. Weber State - S2W5, 14, 10
Rhode Island def. Drake - S2W5, 6, 0
Montana State def. San Diego - S2W6, 19, 10
Mississippi Valley State def. Missouri State - S2W6, 27, 17
Harvard def. Brown - S2W6, 31, 22
Tennessee State def. North Alabama - S2W6, 23, 17
Austin Peay def. UT Martin - S2W6, 45, 17
Jacksonville State def. Campbell - S2W6, 31, 14
Lamar def. Nicholls State - S2W6, 28, 21
Charleston Southern def. North Carolina Central - S2W6, 48, 36
Penn def. Yale - S2W6, 42, 35
Marist def. Lafayette - S2W6, 47, 9
Delaware State def. Robert Morris - S2W6, 56, 52
Maine def. Sacred Heart - S2W6, 38, 21
Jackson State def. Arkansas-Pine Bluff - S2W6, 32, 11
Alabama A&M def. Chattanooga - S2W6, 28, 21
Weber State def. Idaho State - S2W6, 49, 13
Samford def. Savannah State - S2W6, 21, 7
Presbyterian def. Davidson - S2W6, 35, 14
Florida A&M def. Alabama State - S2W6, 31, 7
Lehigh def. Colgate - S2W6, 38, 24
Dixie State def. Sacramento State - S2W6, 38, 13
Columbia def. Dartmouth - S2W6, 19, 14
VMI def. Duquesne - S2W6, 42, 38
South Dakota State def. South Dakota - S2W6, 28, 17
Montana def. Portland State - S2W6, 47, 44
Youngstown State def. Furman - S2W6, 55, 12
Stephen F. Austin def. Northwestern State - S2W6, 35, 17
Grambling State def. McNeese State - S2W6, 22, 14
Tennessee Tech def. Morehead State - S2W6, 38, 28
Kennesaw State def. East Tennessee State - S2W6, 23, 0
St. Francis def. Bucknell - S2W6, 31, 30
Indiana State def. Butler - S2W6, 46, 45
Monmouth def. Howard - S2W6, 21, 17
Long Island def. Holy Cross - S2W6, 44, 41
Towson def. Richmond - S2W6, 45, 14
Wofford def. North Carolina A&T - S2W6, 37, 14
Albany def. New Hampshire - S2W6, 41, 34
Dayton def. Illinois State - S2W6, 45, 27
Princeton def. William & Mary - S2W6, 31, 24
Texas Southern def. Prairie View A&M - S2W6, 35, 20
Stony Brook def. Merrimack - S2W6, 33, 0
Cal Poly def. Northern Arizona - S2W6, 35, 21
Villanova def. James Madison - S2W6, 16, 0
Mercer def. Stetson - S2W6, 42, 27
Gardner-Webb def. The Citadel - S2W6, 45, 22
Southern Illinois def. Central Arkansas - S2W6, 66, 62
Bethune-Cookman def. Jacksonville - S2W6, 22, 0
Northern Iowa def. Drake - S2W6, 17, 7
Incarnate Word def. Houston Baptist - S2W6, 30, 16
Southern Utah def. UC Davis - S2W6, 27, 14
Wagner def. Norfolk State - S2W6, 37, 27
Murray State def. Eastern Kentucky - S2W6, 16, 6
Southeastern Louisiana def. Sam Houston State - S2W6, 7, 0
Fordham def. Bryant - S2W6, 30, 7
Northern Colorado def. North Dakota - S2W6, 19, 10
Eastern Illinois def. North Dakota State - S2W6, 35, 30
South Carolina State def. Elon - S2W6, 14, 11
Hampton def. Georgetown - S2W6, 35, 21
Idaho def. Alcorn State - S2W6, 35, 17
Rhode Island def. Central Connecticut - S2W6, 10, 7
Penn def. Brown - S2W7, 55, 16
Dixie State def. Idaho State - S2W7, 56, 49
Cal Poly def. Sacramento State - S2W7, 31, 17
Murray State def. Austin Peay - S2W7, 42, 35
Delaware def. VMI - S2W7, 47, 23
Southern def. Abilene Christian - S2W7, 41, 35
Florida A&M def. Samford - S2W7, 42, 14
Fordham def. Albany - S2W7, 35, 14
North Alabama def. Tennessee Tech - S2W7, 40, 30
Arkansas-Pine Bluff def. Mississippi Valley State - S2W7, 42, 28
Richmond def. Delaware State - S2W7, 29, 27
Lehigh def. Bucknell - S2W7, 39, 21
San Diego def. Southern Utah - S2W7, 35, 31
Marist def. St. Francis - S2W7, 43, 23
Sacred Heart def. Long Island - S2W7, 32, 22
Jackson State def. Missouri State - S2W7, 52, 35
Savannah State def. Jacksonville State - S2W7, 17, 14
Montana State def. Portland State - S2W7, 28, 14
Yale def. Princeton - S2W7, 49, 35
Furman def. Charleston Southern - S2W7, 38, 31
Montana def. Idaho - S2W7, 47, 25
Duquesne def. Morgan State - S2W7, 39, 32
Youngstown State def. Towson - S2W7, 38, 21
Campbell def. Chattanooga - S2W7, 35, 28
Howard def. Georgetown - S2W7, 23, 0
Prairie View A&M def. Stephen F. Austin - S2W7, 27, 25
Hampton def. Norfolk State - S2W7, 51, 24
Indiana State def. Illinois State - S2W7, 32, 13
Villanova def. Robert Morris - S2W7, 38, 14
Davidson def. Dayton - S2W7, 56, 14
Alabama A&M def. East Tennessee State - S2W7, 19, 0
Wofford def. Presbyterian - S2W7, 35, 28
Dartmouth def. Harvard - S2W7, 47, 24
Central Arkansas def. Alcorn State - S2W7, 69, 42
Maine def. Gardner-Webb - S2W7, 51, 24
Nicholls State def. Southeastern Louisiana - S2W7, 60, 22
Sam Houston State def. Texas Southern - S2W7, 38, 28
Colgate def. Lafayette - S2W7, 35, 10
Stony Brook def. Central Connecticut - S2W7, 42, 24
Bethune-Cookman def. Mercer - S2W7, 44, 20
Northern Iowa def. South Dakota - S2W7, 13, 7
Incarnate Word def. McNeese State - S2W7, 42, 28
Northern Colorado def. Butler - S2W7, 43, 14
Drake def. South Dakota State - S2W7, 28, 7
Northern Arizona def. UC Davis - S2W7, 7, 0
Monmouth def. Wagner - S2W7, 48, 0
Morehead State def. Tennessee State - S2W7, 35, 28
South Carolina State def. The Citadel - S2W7, 7, 0
Kennesaw State def. Stetson - S2W7, 37, 7
Grambling State def. Houston Baptist - S2W7, 16, 0
Southeast Missouri def. Southern Illinois - S2W7, 47, 23
Northwestern State def. Lamar - S2W7, 36, 27
Rhode Island def. Bryant - S2W7, 15, 7
Eastern Illinois def. Valparaiso - S2W7, 42, 28
Jacksonville def. Alabama State - S2W7, 15, 11
North Carolina Central def. Elon - S2W7, 42, 28
Cornell def. Columbia - S2W7, 22, 20
Weber State def. Eastern Kentucky - S2W7, 8, 0
William & Mary def. James Madison - S2W7, 22, 0
Holy Cross def. New Hampshire - S2W7, 13, 7
Stony Brook def. Nicholls State - S2W8, 34, 17
Dayton def. Penn - S2W8, 49, 37
Montana State def. Maine - S2W8, 28, 21
Incarnate Word def. Stetson - S2W8, 22, 0
Cal Poly def. Tennessee State - S2W8, 42, 28
Northern Iowa def. Yale - S2W8, 41, 35
Jacksonville State def. Montana - S2W8, 38, 17
VMI def. Jackson State - S2W8, 45, 23
Drake def. Cornell - S2W8, 54, 43
Villanova def. Southern Utah - S2W8, 35, 34
Dixie State def. Florida A&M - S2W8, 36, 22
San Diego def. Jacksonville - S2W8, 29, 23
Delaware State def. Sacramento State - S2W8, 37, 36
Northern Colorado def. Central Arkansas - S2W8, 30, 21
Monmouth def. Campbell - S2W8, 31, 0
Alabama A&M def. Presbyterian - S2W8, 31, 27
Southeastern Louisiana def. St. Francis - S2W8, 25, 10
Alcorn State def. Grambling State - S2W8, 21, 7
Wagner def. Southeast Missouri - S2W8, 8, 0
Long Island def. Northern Arizona - S2W8, 42, 19
Princeton def. Butler - S2W8, 17, 10
Marist def. Fordham - S2W8, 33, 32
Lehigh def. Sam Houston State - S2W8, 38, 15
Mercer def. The Citadel - S2W8, 13, 0
Portland State def. McNeese State - S2W8, 34, 27
South Dakota def. Wofford - S2W8, 14, 13
Richmond def. Eastern Kentucky - S2W8, 16, 8
Mississippi Valley State def. East Tennessee State - S2W8, 42, 31
Indiana State def. Harvard - S2W8, 23, 22
Missouri State def. Central Connecticut - S2W8, 46, 14
Idaho State def. Hampton - S2W8, 45, 26
Texas Southern def. Sacred Heart - S2W8, 45, 41
Tennessee Tech def. Howard - S2W8, 21, 14
North Alabama def. Weber State - S2W8, 36, 7
Austin Peay def. South Dakota State - S2W8, 48, 42
Prairie View A&M def. Youngstown State - S2W8, 31, 24
Southern Illinois def. Western Illinois - S2W8, 52, 35
North Carolina Central def. Delaware - S2W8, 48, 28
Morehead State def. James Madison - S2W8, 14, 0
Charleston Southern def. New Hampshire - S2W8, 23, 16
Samford def. Northwestern State - S2W8, 17, 0
Lamar def. Western Carolina - S2W8, 14, 6
Eastern Washington def. South Carolina State - S2W8, 16, 7
Holy Cross def. Chattanooga - S2W8, 35, 14
Georgetown def. Bryant - S2W8, 14, 10
Kennesaw State def. Albany - S2W8, 31, 28
Colgate def. Rhode Island - S2W8, 14, 0
Robert Morris def. Elon - S2W8, 36, 33
Davidson def. Savannah State - S2W8, 47, 34
Murray State def. Alabama State - S2W8, 28, 0
Gardner-Webb def. William & Mary - S2W8, 34, 14
Abilene Christian def. Furman - S2W8, 46, 24
UT Martin def. Idaho - S2W8, 35, 14
Stephen F. Austin def. Lafayette - S2W8, 20, 3
Morgan State def. Bucknell - S2W8, 37, 21
North Dakota def. Norfolk State - S2W8, 35, 21
Columbia def. North Dakota State - S2W8, 21, 14
Merrimack def. Arkansas-Pine Bluff - S2W8, 38, 35
Bethune-Cookman def. Eastern Illinois - S2W8, 34, 30
Valparaiso def. Dartmouth - S2W8, 21, 0
Towson def. UC Davis - S2W8, 33, 28
Cal Poly def. Montana State - S2W9, 31, 7
Penn def. Princeton - S2W9, 33, 23
Texas Southern def. Abilene Christian - S2W9, 31, 14
East Tennessee State def. Savannah State - S2W9, 43, 37
Marist def. Monmouth - S2W9, 43, 13
Davidson def. North Carolina Central - S2W9, 55, 29
Mississippi Valley State def. Alcorn State - S2W9, 40, 18
Lehigh def. Howard - S2W9, 27, 24
Montana def. San Diego - S2W9, 28, 21
Sacramento State def. Weber State - S2W9, 47, 14
Yale def. Dartmouth - S2W9, 21, 7
Long Island def. Albany - S2W9, 30, 14
Jacksonville State def. Alabama A&M - S2W9, 27, 21
UT Martin def. Tennessee Tech - S2W9, 23, 12
Holy Cross def. Merrimack - S2W9, 23, 14
Arkansas-Pine Bluff def. Central Arkansas - S2W9, 28, 14
Incarnate Word def. Stephen F. Austin - S2W9, 36, 28
Dixie State def. Portland State - S2W9, 28, 21
Austin Peay def. Morehead State - S2W9, 28, 21
Kennesaw State def. Alabama State - S2W9, 24, 21
